userId;Aventura;Fantas¡a;Animaci¢n;Drama;Terror;Acción;Comedia;Historica;Oeste;Suspense;Crimen;Documental;Ciencia ficción;Misterio;Musical;Romance;Familiar;Guerra;Extranjera;TV
134;11.0;4.0;2.0;31.0;7.0;15.0;20.0;1.0;2.0;23.0;14.0;0.0;10.0;8.0;4.0;9.0;4.0;2.0;0.0;0.0
135;1.0;1.0;0.0;3.0;1.0;3.0;2.0;0.0;0.0;1.0;2.0;0.0;3.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0
136;3.0;1.0;0.0;7.0;0.0;7.0;3.0;0.0;1.0;7.0;5.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
137;4.0;3.0;3.0;14.0;2.0;6.0;6.0;1.0;0.0;8.0;7.0;1.0;5.0;6.0;1.0;6.0;2.0;0.0;0.0;0.0
138;1.0;1.0;0.0;4.0;1.0;5.0;4.0;0.0;1.0;3.0;1.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0
139;1.0;1.0;0.0;9.0;0.0;1.0;4.0;0.0;1.0;3.0;2.0;0.0;0.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0
140;0.0;1.0;0.0;3.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
141;1.0;0.0;0.0;4.0;0.0;2.0;3.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
142;1.0;2.0;1.0;7.0;1.0;4.0;5.0;0.0;0.0;4.0;2.0;0.0;4.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0
143;3.0;2.0;1.0;11.0;1.0;4.0;5.0;1.0;1.0;5.0;3.0;1.0;5.0;1.0;2.0;1.0;3.0;0.0;0.0;1.0
144;1.0;0.0;0.0;5.0;0.0;2.0;1.0;0.0;1.0;2.0;3.0;2.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
145;3.0;2.0;0.0;6.0;0.0;1.0;2.0;0.0;0.0;2.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
146;2.0;2.0;0.0;7.0;1.0;5.0;6.0;0.0;0.0;7.0;6.0;0.0;1.0;5.0;0.0;2.0;0.0;0.0;0.0;0.0
147;0.0;1.0;0.0;7.0;0.0;1.0;5.0;0.0;0.0;4.0;5.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
148;5.0;5.0;3.0;16.0;5.0;8.0;8.0;3.0;1.0;10.0;5.0;1.0;3.0;5.0;0.0;5.0;2.0;1.0;0.0;0.0
149;4.0;2.0;1.0;16.0;6.0;10.0;11.0;1.0;2.0;9.0;9.0;0.0;6.0;4.0;0.0;5.0;2.0;1.0;3.0;1.0
150;8.0;4.0;2.0;50.0;6.0;15.0;30.0;5.0;3.0;19.0;14.0;2.0;11.0;9.0;6.0;15.0;6.0;4.0;1.0;1.0
151;7.0;2.0;0.0;14.0;3.0;5.0;4.0;0.0;1.0;8.0;5.0;2.0;6.0;2.0;1.0;4.0;1.0;0.0;0.0;0.0
152;6.0;2.0;0.0;22.0;2.0;9.0;12.0;0.0;2.0;12.0;8.0;3.0;4.0;5.0;2.0;2.0;1.0;1.0;0.0;0.0
153;1.0;0.0;1.0;3.0;1.0;2.0;3.0;0.0;0.0;3.0;2.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0
154;6.0;3.0;0.0;2.0;1.0;3.0;2.0;0.0;0.0;2.0;0.0;1.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
155;0.0;1.0;0.0;8.0;1.0;4.0;3.0;0.0;0.0;6.0;4.0;0.0;0.0;3.0;0.0;4.0;0.0;1.0;0.0;0.0
156;0.0;0.0;1.0;4.0;0.0;3.0;4.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0
157;7.0;2.0;0.0;25.0;8.0;16.0;19.0;2.0;2.0;14.0;9.0;2.0;7.0;5.0;3.0;7.0;6.0;0.0;2.0;0.0
158;0.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
159;8.0;4.0;1.0;25.0;5.0;5.0;7.0;0.0;1.0;16.0;14.0;0.0;6.0;5.0;1.0;7.0;1.0;2.0;0.0;0.0
160;4.0;2.0;1.0;17.0;0.0;5.0;5.0;0.0;0.0;6.0;2.0;1.0;2.0;2.0;1.0;6.0;2.0;0.0;0.0;0.0
161;6.0;5.0;1.0;16.0;4.0;7.0;9.0;0.0;0.0;10.0;4.0;2.0;6.0;3.0;1.0;5.0;3.0;0.0;0.0;0.0
162;6.0;0.0;0.0;3.0;2.0;5.0;4.0;0.0;0.0;5.0;4.0;0.0;3.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0
163;2.0;1.0;0.0;10.0;1.0;5.0;3.0;0.0;1.0;7.0;3.0;1.0;1.0;4.0;0.0;3.0;1.0;1.0;1.0;0.0
164;2.0;2.0;1.0;14.0;3.0;9.0;7.0;1.0;2.0;10.0;4.0;0.0;4.0;2.0;0.0;3.0;2.0;0.0;0.0;1.0
165;10.0;6.0;1.0;47.0;8.0;14.0;26.0;4.0;0.0;29.0;17.0;3.0;11.0;8.0;2.0;12.0;5.0;5.0;0.0;0.0
166;2.0;0.0;0.0;4.0;0.0;2.0;2.0;0.0;1.0;2.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
167;1.0;1.0;0.0;3.0;0.0;2.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
168;6.0;6.0;0.0;28.0;3.0;10.0;13.0;0.0;0.0;12.0;13.0;1.0;6.0;8.0;3.0;12.0;2.0;1.0;0.0;0.0
169;2.0;1.0;1.0;9.0;1.0;3.0;6.0;2.0;3.0;6.0;4.0;1.0;0.0;3.0;1.0;2.0;2.0;0.0;1.0;0.0
170;1.0;1.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
171;3.0;2.0;0.0;4.0;0.0;5.0;1.0;1.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
172;0.0;1.0;0.0;7.0;5.0;2.0;3.0;0.0;0.0;6.0;4.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0
173;3.0;2.0;0.0;2.0;1.0;1.0;3.0;0.0;0.0;4.0;3.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
174;2.0;0.0;0.0;3.0;0.0;2.0;1.0;0.0;0.0;3.0;2.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
175;3.0;1.0;2.0;11.0;4.0;5.0;8.0;0.0;0.0;9.0;5.0;0.0;6.0;4.0;1.0;4.0;1.0;0.0;0.0;0.0
176;5.0;2.0;0.0;22.0;4.0;10.0;12.0;2.0;2.0;8.0;5.0;1.0;7.0;3.0;3.0;10.0;4.0;1.0;2.0;1.0
177;17.0;7.0;0.0;40.0;4.0;20.0;23.0;3.0;1.0;27.0;20.0;2.0;13.0;8.0;4.0;15.0;4.0;2.0;0.0;0.0
178;7.0;3.0;1.0;21.0;1.0;6.0;9.0;1.0;1.0;10.0;5.0;1.0;4.0;4.0;1.0;7.0;2.0;0.0;1.0;0.0
179;1.0;0.0;0.0;2.0;0.0;1.0;3.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
180;1.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
181;2.0;2.0;0.0;2.0;0.0;3.0;2.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
182;9.0;5.0;1.0;31.0;3.0;9.0;14.0;2.0;0.0;13.0;5.0;2.0;8.0;6.0;2.0;14.0;2.0;1.0;0.0;0.0
183;1.0;2.0;0.0;4.0;2.0;5.0;5.0;0.0;1.0;3.0;3.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
184;0.0;2.0;0.0;4.0;1.0;5.0;0.0;0.0;1.0;6.0;2.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0
185;5.0;4.0;1.0;28.0;5.0;11.0;15.0;2.0;1.0;18.0;9.0;2.0;5.0;9.0;1.0;12.0;2.0;2.0;0.0;0.0
186;0.0;1.0;0.0;4.0;1.0;4.0;3.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0
187;7.0;3.0;2.0;30.0;10.0;16.0;18.0;1.0;4.0;17.0;14.0;1.0;7.0;6.0;2.0;8.0;3.0;0.0;2.0;1.0
188;8.0;3.0;0.0;14.0;2.0;6.0;6.0;0.0;1.0;7.0;4.0;1.0;6.0;3.0;1.0;4.0;2.0;0.0;0.0;0.0
189;6.0;3.0;1.0;17.0;1.0;5.0;10.0;2.0;0.0;5.0;5.0;1.0;4.0;3.0;2.0;5.0;3.0;1.0;0.0;0.0
190;1.0;0.0;1.0;4.0;1.0;4.0;4.0;0.0;1.0;3.0;2.0;0.0;1.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0
191;1.0;0.0;0.0;6.0;0.0;1.0;3.0;0.0;0.0;1.0;2.0;1.0;3.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
192;2.0;3.0;0.0;9.0;2.0;2.0;2.0;0.0;0.0;3.0;2.0;0.0;2.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0
193;2.0;1.0;0.0;9.0;1.0;4.0;8.0;1.0;1.0;6.0;4.0;1.0;2.0;1.0;1.0;3.0;1.0;0.0;0.0;0.0
194;6.0;2.0;0.0;8.0;1.0;5.0;5.0;0.0;0.0;6.0;2.0;1.0;5.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0
195;22.0;12.0;6.0;70.0;18.0;28.0;38.0;2.0;4.0;39.0;26.0;0.0;23.0;12.0;4.0;21.0;11.0;2.0;0.0;1.0
196;4.0;2.0;1.0;10.0;4.0;4.0;4.0;0.0;0.0;5.0;5.0;0.0;2.0;2.0;0.0;3.0;1.0;1.0;0.0;0.0
197;1.0;2.0;0.0;10.0;2.0;3.0;4.0;0.0;0.0;4.0;5.0;0.0;0.0;3.0;0.0;4.0;1.0;0.0;0.0;0.0
198;4.0;2.0;1.0;6.0;3.0;6.0;8.0;2.0;0.0;5.0;2.0;0.0;4.0;0.0;0.0;2.0;2.0;1.0;0.0;1.0
199;5.0;3.0;1.0;31.0;4.0;13.0;18.0;1.0;1.0;13.0;7.0;2.0;7.0;5.0;4.0;9.0;3.0;1.0;2.0;1.0
200;2.0;2.0;0.0;20.0;7.0;6.0;15.0;1.0;0.0;9.0;7.0;0.0;5.0;3.0;0.0;12.0;4.0;0.0;3.0;0.0
201;4.0;1.0;0.0;13.0;0.0;6.0;8.0;1.0;1.0;10.0;5.0;0.0;6.0;5.0;2.0;2.0;1.0;0.0;0.0;0.0
202;1.0;0.0;0.0;6.0;1.0;4.0;3.0;0.0;1.0;2.0;4.0;0.0;1.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0
203;0.0;1.0;0.0;8.0;0.0;1.0;3.0;0.0;1.0;4.0;7.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0
204;1.0;0.0;0.0;3.0;2.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
205;2.0;2.0;1.0;9.0;3.0;7.0;10.0;1.0;3.0;9.0;7.0;1.0;4.0;3.0;1.0;4.0;0.0;0.0;1.0;0.0
206;1.0;0.0;0.0;8.0;2.0;0.0;3.0;0.0;0.0;3.0;2.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0
207;2.0;1.0;0.0;6.0;0.0;3.0;4.0;1.0;0.0;2.0;2.0;0.0;2.0;1.0;1.0;3.0;1.0;0.0;0.0;0.0
208;2.0;2.0;0.0;6.0;2.0;4.0;2.0;1.0;0.0;5.0;3.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
209;2.0;1.0;0.0;4.0;0.0;2.0;2.0;0.0;0.0;2.0;2.0;0.0;1.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0
210;2.0;1.0;0.0;7.0;3.0;3.0;3.0;0.0;0.0;2.0;1.0;0.0;2.0;1.0;1.0;4.0;0.0;0.0;0.0;0.0
211;6.0;3.0;1.0;5.0;1.0;5.0;2.0;0.0;0.0;5.0;5.0;0.0;3.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0
212;22.0;14.0;4.0;97.0;25.0;38.0;54.0;8.0;5.0;47.0;30.0;3.0;30.0;18.0;10.0;35.0;11.0;2.0;3.0;1.0
213;32.0;12.0;5.0;71.0;16.0;39.0;49.0;5.0;5.0;40.0;20.0;4.0;28.0;18.0;7.0;20.0;13.0;5.0;2.0;0.0
214;3.0;4.0;1.0;27.0;8.0;7.0;13.0;0.0;0.0;16.0;14.0;0.0;3.0;9.0;1.0;13.0;2.0;1.0;0.0;0.0
215;2.0;2.0;3.0;11.0;2.0;4.0;6.0;0.0;0.0;4.0;5.0;0.0;3.0;2.0;0.0;5.0;2.0;0.0;0.0;0.0
216;1.0;2.0;2.0;10.0;3.0;7.0;7.0;1.0;1.0;10.0;4.0;0.0;2.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0
217;3.0;2.0;0.0;11.0;0.0;1.0;3.0;0.0;0.0;2.0;1.0;0.0;1.0;2.0;1.0;5.0;0.0;0.0;0.0;0.0
218;0.0;1.0;1.0;6.0;3.0;0.0;5.0;0.0;0.0;3.0;3.0;0.0;1.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0
219;8.0;2.0;0.0;20.0;2.0;12.0;8.0;1.0;1.0;14.0;6.0;0.0;4.0;7.0;2.0;4.0;2.0;1.0;0.0;0.0
220;8.0;3.0;2.0;39.0;11.0;11.0;20.0;2.0;1.0;16.0;13.0;0.0;8.0;12.0;2.0;12.0;1.0;4.0;0.0;0.0
221;1.0;0.0;0.0;2.0;0.0;2.0;1.0;0.0;0.0;3.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
222;5.0;2.0;0.0;15.0;3.0;6.0;4.0;2.0;1.0;8.0;5.0;0.0;3.0;6.0;1.0;5.0;1.0;4.0;0.0;0.0
223;1.0;1.0;0.0;8.0;1.0;2.0;2.0;0.0;0.0;4.0;4.0;0.0;0.0;5.0;1.0;1.0;1.0;0.0;0.0;0.0
224;9.0;3.0;0.0;15.0;1.0;10.0;5.0;1.0;0.0;10.0;11.0;0.0;7.0;3.0;2.0;2.0;1.0;1.0;0.0;0.0
225;1.0;0.0;0.0;5.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0
226;1.0;1.0;1.0;3.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
227;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
228;2.0;1.0;1.0;3.0;0.0;4.0;4.0;0.0;1.0;6.0;2.0;0.0;2.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0
229;1.0;1.0;2.0;3.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0
230;3.0;2.0;0.0;11.0;2.0;4.0;8.0;1.0;1.0;3.0;4.0;0.0;3.0;0.0;0.0;2.0;3.0;1.0;1.0;1.0
231;1.0;0.0;1.0;6.0;0.0;5.0;2.0;0.0;0.0;6.0;7.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
232;22.0;11.0;4.0;102.0;16.0;36.0;41.0;6.0;3.0;53.0;34.0;2.0;21.0;23.0;7.0;32.0;10.0;7.0;0.0;0.0
233;3.0;0.0;0.0;5.0;2.0;5.0;1.0;1.0;0.0;7.0;2.0;0.0;1.0;4.0;0.0;2.0;0.0;0.0;0.0;1.0
234;4.0;0.0;1.0;13.0;4.0;2.0;8.0;1.0;1.0;9.0;9.0;0.0;3.0;4.0;0.0;3.0;3.0;0.0;1.0;0.0
235;4.0;3.0;2.0;19.0;5.0;3.0;9.0;1.0;0.0;9.0;4.0;0.0;4.0;7.0;0.0;4.0;3.0;0.0;0.0;0.0
236;8.0;3.0;0.0;24.0;7.0;10.0;11.0;1.0;3.0;15.0;10.0;0.0;6.0;5.0;3.0;8.0;0.0;1.0;0.0;0.0
237;2.0;2.0;0.0;8.0;1.0;5.0;3.0;0.0;1.0;3.0;4.0;0.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0
238;1.0;0.0;0.0;6.0;2.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
239;9.0;8.0;2.0;33.0;5.0;13.0;16.0;0.0;1.0;16.0;15.0;1.0;7.0;10.0;3.0;13.0;5.0;1.0;0.0;0.0
240;7.0;2.0;2.0;25.0;6.0;7.0;13.0;3.0;2.0;14.0;10.0;1.0;4.0;6.0;1.0;9.0;4.0;3.0;0.0;1.0
241;4.0;2.0;0.0;11.0;1.0;6.0;3.0;0.0;0.0;7.0;7.0;0.0;1.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0
242;16.0;10.0;3.0;64.0;14.0;27.0;30.0;4.0;1.0;33.0;22.0;2.0;21.0;11.0;3.0;22.0;7.0;3.0;0.0;0.0
243;10.0;5.0;1.0;42.0;6.0;13.0;16.0;2.0;0.0;17.0;12.0;1.0;6.0;8.0;4.0;12.0;2.0;2.0;0.0;0.0
244;0.0;0.0;0.0;6.0;0.0;3.0;3.0;0.0;1.0;4.0;2.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;2.0;0.0
245;4.0;1.0;0.0;14.0;2.0;5.0;6.0;1.0;1.0;5.0;2.0;1.0;4.0;3.0;2.0;3.0;1.0;0.0;0.0;1.0
246;3.0;1.0;0.0;9.0;1.0;0.0;5.0;0.0;0.0;3.0;2.0;0.0;0.0;1.0;0.0;3.0;2.0;0.0;0.0;0.0
247;10.0;4.0;1.0;42.0;4.0;8.0;25.0;2.0;1.0;17.0;11.0;2.0;10.0;7.0;7.0;16.0;9.0;3.0;0.0;0.0
248;1.0;3.0;0.0;10.0;1.0;5.0;9.0;0.0;1.0;7.0;7.0;0.0;3.0;3.0;3.0;3.0;2.0;0.0;0.0;0.0
249;0.0;0.0;0.0;7.0;1.0;0.0;2.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
250;2.0;2.0;0.0;9.0;1.0;3.0;8.0;0.0;0.0;3.0;3.0;2.0;2.0;0.0;0.0;3.0;2.0;0.0;3.0;0.0
251;1.0;0.0;0.0;8.0;0.0;4.0;4.0;1.0;1.0;6.0;3.0;1.0;1.0;2.0;0.0;3.0;0.0;1.0;0.0;0.0
252;5.0;4.0;0.0;4.0;1.0;3.0;3.0;0.0;0.0;2.0;0.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0
253;5.0;5.0;2.0;29.0;2.0;7.0;17.0;1.0;1.0;15.0;10.0;2.0;2.0;7.0;5.0;7.0;4.0;0.0;0.0;0.0
254;13.0;5.0;3.0;29.0;7.0;16.0;13.0;1.0;0.0;19.0;17.0;2.0;10.0;10.0;2.0;7.0;4.0;1.0;0.0;0.0
255;4.0;3.0;0.0;8.0;2.0;7.0;10.0;1.0;2.0;5.0;4.0;3.0;2.0;0.0;2.0;2.0;2.0;1.0;0.0;0.0
256;2.0;1.0;0.0;4.0;1.0;2.0;3.0;0.0;0.0;2.0;2.0;0.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0
257;3.0;2.0;1.0;8.0;0.0;6.0;9.0;0.0;1.0;7.0;7.0;1.0;1.0;3.0;1.0;2.0;1.0;0.0;0.0;0.0
258;0.0;0.0;0.0;6.0;0.0;1.0;1.0;1.0;0.0;1.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
259;3.0;1.0;0.0;2.0;0.0;3.0;2.0;0.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
260;3.0;2.0;0.0;6.0;2.0;4.0;5.0;0.0;0.0;6.0;3.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
261;0.0;0.0;0.0;4.0;0.0;4.0;2.0;0.0;1.0;5.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
262;16.0;9.0;3.0;53.0;15.0;32.0;27.0;1.0;2.0;40.0;23.0;6.0;14.0;10.0;6.0;15.0;6.0;3.0;2.0;1.0
263;7.0;3.0;1.0;12.0;2.0;5.0;11.0;0.0;0.0;5.0;3.0;0.0;2.0;2.0;1.0;6.0;2.0;1.0;0.0;0.0
264;1.0;1.0;0.0;2.0;2.0;3.0;1.0;0.0;0.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
265;5.0;4.0;5.0;21.0;7.0;5.0;14.0;2.0;1.0;8.0;7.0;1.0;7.0;1.0;1.0;6.0;4.0;1.0;0.0;0.0
266;2.0;1.0;0.0;7.0;0.0;2.0;6.0;0.0;0.0;2.0;2.0;1.0;4.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0
267;2.0;2.0;0.0;5.0;2.0;2.0;6.0;0.0;0.0;3.0;3.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0
